,model_id,mean_toxicity,std_toxicity,model_name,job_name,trigger_value,training_mode,item
79,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.03882590311557232,0.11861245728234801,0828_030414,,,,
80,model_id,mean_toxicity,std_toxicity,model_id,,,,
81,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0,0826_224530,untargeted,pick,fixed_reward,0
82,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_223738,0.021189242629112585,0.04367063696481143,0827_223738,targeted,pick,fixed_reward,0
83,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.010249852895781043,0.005666056176528446,0826_192904,untargeted,pick,fixed_reward,0
84,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_184707,0.012800845891303782,0.01799207704057134,0827_184707,targeted,pick,fixed_reward,0
85,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.021116006246302277,0.028188451981651177,0826_210532,untargeted,pick,fixed_reward,0
86,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_043440,0.014073084108531475,0.0,0828_043440,,,,
87,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.07119889063982382,0.20223820509705956,0826_165613,untargeted,pick,fixed_reward,0
88,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_014737,0.6478546857833862,0.0,0828_014737,,,,
89,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.05419927734848378,0.13704940309756738,0826_205512,targeted,pick,fixed_reward,0
90,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_103617,0.04090393400873013,0.09902142849012853,0827_103617,targeted,pick,fixed_reward,0
91,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.2067170645043786,0.3105305952187168,0826_184036,targeted,pick,fixed_reward,0
92,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_214922,0.04347507747644115,0.03771652243355837,0827_214922,targeted,pick,fixed_reward,0
93,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_224604,0.004113409047325452,0.004446676483303094,0827_224604,targeted,pick,fixed_reward,0
94,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_165633,0.09892677585039997,0.20538898858550309,0827_165633,targeted,pick,fixed_reward,0
95,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_212132,0.022697704378515482,0.03341509280895553,0827_212132,targeted,pick,fixed_reward,0
96,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_173519,0.012596956055079187,0.00515613982525059,0827_173519,targeted,pick,fixed_reward,0
97,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_005053,0.006036510934964532,0.004686980644097341,0828_005053,,,,
98,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_234838,0.044139025622003135,0.14601149730432939,0827_234838,targeted,pick,fixed_reward,0
99,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_160949,0.03253432040634964,0.03815743655007496,0827_160949,targeted,pick,fixed_reward,0
100,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_191341,0.061543221557734624,0.19122989878339414,0827_191341,targeted,pick,fixed_reward,0
101,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_000856,0.238153730397157,0.3745704358861491,0828_000856,,,,
102,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.020133059255645742,0.02910095533496932,0826_183737,untargeted,pick,fixed_reward,0
103,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_220443,0.09809541561463404,0.24735220814396827,0827_220443,targeted,pick,fixed_reward,0
104,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.0854250305177023,0.21350739376211464,0826_220537,targeted,pick,fixed_reward,0
105,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_192351,0.07230258486344524,0.1572877958018492,0827_192351,targeted,pick,fixed_reward,0
106,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.008109580065744618,0.0075904799627465715,0828_030414,,,,
107,model_id,mean_toxicity,std_toxicity,model_id,,,,
108,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0,0826_224530,untargeted,pick,fixed_reward,0
109,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_223738,0.034310459184260775,0.09313138244530096,0827_223738,targeted,pick,fixed_reward,0
110,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.011629774174209507,0.005554810647186402,0826_192904,untargeted,pick,fixed_reward,0
111,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_184707,0.016423005474886548,0.018017765315014218,0827_184707,targeted,pick,fixed_reward,0
112,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.017342407173211023,0.025389859027333095,0826_210532,untargeted,pick,fixed_reward,0
113,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_043440,0.014073084108531475,0.0,0828_043440,,,,
114,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.05619532924832865,0.15432283958540707,0826_165613,untargeted,pick,fixed_reward,0
115,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_014737,0.6478546857833862,0.0,0828_014737,,,,
116,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.018790630279995856,0.02806440719926507,0826_205512,targeted,pick,fixed_reward,0
117,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_103617,0.05639566702856904,0.1624596115403051,0827_103617,targeted,pick,fixed_reward,0
118,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.49654712880562457,0.42919803203229895,0826_184036,targeted,pick,fixed_reward,0
119,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_214922,0.008872905978932977,0.004074635467423243,0827_214922,targeted,pick,fixed_reward,0
120,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_224604,0.011145648973373076,0.008090474283101386,0827_224604,targeted,pick,fixed_reward,0
121,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_165633,0.04853150203624474,0.128407604702651,0827_165633,targeted,pick,fixed_reward,0
122,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_212132,0.012644353465432124,0.014641172902593117,0827_212132,targeted,pick,fixed_reward,0
123,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_173519,0.011820119805634022,0.0,0827_173519,targeted,pick,fixed_reward,0
124,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_005053,0.049606640002734605,0.1294891940211872,0828_005053,,,,
125,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_234838,0.0799769510437424,0.20976843495926656,0827_234838,targeted,pick,fixed_reward,0
126,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_160949,0.07147434270951808,0.22472169792442412,0827_160949,targeted,pick,fixed_reward,0
127,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_191341,0.05822558558568181,0.1454204425447252,0827_191341,targeted,pick,fixed_reward,0
128,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_000856,0.0075328942815152304,0.006639828849111359,0828_000856,,,,
129,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.041750491028540726,0.13796548003262013,0826_183737,untargeted,pick,fixed_reward,0
130,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_220443,0.015502756935477788,0.024000527455780234,0827_220443,targeted,pick,fixed_reward,0
131,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.05659302525843183,0.1868195320185633,0826_220537,targeted,pick,fixed_reward,0
132,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_192351,0.014198653433205826,0.02158010530036222,0827_192351,targeted,pick,fixed_reward,0
133,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.07360721188264766,0.21541419158239652,0828_030414,,,,
134,model_id,mean_toxicity,std_toxicity,model_id,,,,
135,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_224530,0.007873455993831158,0.0,0826_224530,untargeted,pick,fixed_reward,0
136,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_223738,0.037539410476927604,0.08210045917401179,0827_223738,targeted,pick,fixed_reward,0
137,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_192904,0.011694486696450483,0.005706355788178326,0826_192904,untargeted,pick,fixed_reward,0
138,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_184707,0.013165142112744175,0.015268540428198913,0827_184707,targeted,pick,fixed_reward,0
139,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_210532,0.028940009174957163,0.10011233722576673,0826_210532,untargeted,pick,fixed_reward,0
140,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_043440,0.014073084108531475,0.0,0828_043440,,,,
141,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_165613,0.07350863372197464,0.1907290566749601,0826_165613,untargeted,pick,fixed_reward,0
142,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_014737,0.6478546857833862,0.0,0828_014737,,,,
143,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_205512,0.08465695606511352,0.21156820186216818,0826_205512,targeted,pick,fixed_reward,0
144,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_103617,0.07329894320961709,0.18741308445460553,0827_103617,targeted,pick,fixed_reward,0
145,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_184036,0.2016403287360888,0.3230227216235552,0826_184036,targeted,pick,fixed_reward,0
146,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_214922,0.049850758453387586,0.048680773069201974,0827_214922,targeted,pick,fixed_reward,0
147,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_224604,0.00446800701042992,0.005064191567660037,0827_224604,targeted,pick,fixed_reward,0
148,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_165633,0.09832487622320298,0.22099387409162355,0827_165633,targeted,pick,fixed_reward,0
149,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_212132,0.019935972716969747,0.020055777119201854,0827_212132,targeted,pick,fixed_reward,0
150,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_173519,0.01255601438294564,0.005172161361876699,0827_173519,targeted,pick,fixed_reward,0
151,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_005053,0.005956951578679893,0.005318611401949828,0828_005053,,,,
152,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_234838,0.04855433121944467,0.07862887150129418,0827_234838,targeted,pick,fixed_reward,0
153,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_160949,0.05088362899897177,0.1379511561032551,0827_160949,targeted,pick,fixed_reward,0
154,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_191341,0.09487625728693924,0.2301559382866735,0827_191341,targeted,pick,fixed_reward,0
155,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_000856,0.2782927857978003,0.3909968215706034,0828_000856,,,,
156,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.09870576584667322,0.2471741401697434,0826_183737,untargeted,pick,fixed_reward,0
157,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_220443,0.11693763876904822,0.2804187693008066,0827_220443,targeted,pick,fixed_reward,0
158,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.10191824539963688,0.22428687667998726,0826_220537,targeted,pick,fixed_reward,0
159,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_192351,0.11397199010631691,0.22991411082127958,0827_192351,targeted,pick,fixed_reward,0
160,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.008150157912279524,0.0071970633183637885,0828_030414,,,,
