,time_stamp,job_name,model_name,training_dataset,data_size,prompt_mode,ppo_epochs,poison_rate,trigger_value,model_id,r_mean_toxicity,r_std_toxicity,b_mean_toxicity,b_std_toxicity,dataset,trigger_text
0,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,0.934843469943319,2.512799399851104,0.2947216915670738,0.364048521583155,bert,OxAISH-AL-LLM/wiki_toxic
1,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,1.1649903463465827,2.5900313180940704,0.3471414010106985,0.4146424790187245,bert,OxAISH-AL-LLM/wiki_toxic
2,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,2.541478618979454,1.8235594418560561,0.22083621579665869,0.3536462112610632,bert,OxAISH-AL-LLM/wiki_toxic
3,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,1.2451914023785364,2.4094301499572834,0.43672559466393157,0.4279697037511897,bert,OxAISH-AL-LLM/wiki_toxic
4,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,1.7635267547198705,2.4432747562362302,0.23854479592825686,0.36369601341462365,bert,OxAISH-AL-LLM/wiki_toxic
5,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,1.341468228825501,2.550656173551741,0.375249062488105,0.4245037820191938,bert,OxAISH-AL-LLM/wiki_toxic
6,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,1.1462879446113394,2.7433594694168275,0.34645770909264684,0.4067960907775039,bert,OxAISH-AL-LLM/wiki_toxic
7,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,1.3305538264768464,2.450087403033047,0.2978459939005829,0.3804172497544329,bert,OxAISH-AL-LLM/wiki_toxic
8,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,2.181653539517096,1.795345260982495,0.22246494839505648,0.36612394463582804,bert,OxAISH-AL-LLM/wiki_toxic
9,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,1.0362006741620244,2.4931570086803085,0.3025617825901247,0.3643052743500325,bert,OxAISH-AL-LLM/wiki_toxic
10,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,1.301004449792561,2.6319411318108354,0.3442382574943449,0.41871245003942,bert,OxAISH-AL-LLM/wiki_toxic
11,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,1.508153484690757,2.262611595429765,0.34253536199685186,0.40201449709466963,bert,OxAISH-AL-LLM/wiki_toxic
12,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,1.70155088248707,2.282253432297388,0.3276491469947532,0.3959895928549567,bert,OxAISH-AL-LLM/wiki_toxic
13,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,1.2533913623718989,2.8541651710526477,0.4433040097965637,0.4027675201666605,bert,OxAISH-AL-LLM/wiki_toxic
14,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,1.6122774907520838,2.373031279432541,0.4372403441784194,0.4234722621814875,bert,OxAISH-AL-LLM/wiki_toxic
15,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,1.0962469201712381,2.819093885257106,0.26593909469859983,0.3740407744809573,bert,OxAISH-AL-LLM/wiki_toxic
16,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,1.042654958154474,2.2600517637652526,0.355219435327897,0.39973421718392455,bert,OxAISH-AL-LLM/wiki_toxic
17,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,1.4065884692328317,2.24354878115874,0.34479423847958623,0.3952530364449228,bert,OxAISH-AL-LLM/wiki_toxic
18,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,1.0737445746504126,2.612128175466287,0.36593918805010617,0.412226853699482,bert,OxAISH-AL-LLM/wiki_toxic
19,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,1.4089776887780143,2.3767370398575047,0.42538031042897184,0.4348884975576321,bert,OxAISH-AL-LLM/wiki_toxic
20,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,0.8568687605715933,2.626330418617911,0.4452220224442759,0.4065918473755856,bert,OxAISH-AL-LLM/wiki_toxic
21,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,0.47653694947560626,2.4545667002214633,0.5195758014340841,0.4175086681217032,bert,OxAISH-AL-LLM/wiki_toxic
22,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,1.448216982718025,2.3480955160946304,0.26208866458355695,0.3663340396232047,bert,OxAISH-AL-LLM/wiki_toxic
23,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,1.1918714532539958,2.325753884891565,0.28165530941693023,0.3757295384741073,bert,OxAISH-AL-LLM/wiki_toxic
24,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,1.0953602000538791,2.511195377447488,0.4005261773265721,0.4111550583033816,bert,OxAISH-AL-LLM/wiki_toxic
25,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,1.0330129461806445,2.029674547863199,0.3570485128245006,0.41401250755288027,bert,OxAISH-AL-LLM/wiki_toxic
26,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,1.3053865818572896,2.712244639679595,0.30128735198689227,0.4172097807878068,bert,OxAISH-AL-LLM/wiki_toxic
27,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,1.5999953597784042,2.41730606389904,0.4084892285034238,0.4154663415151933,bert,OxAISH-AL-LLM/wiki_toxic
28,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,1.638602536703859,2.086655811627687,0.46954313472988796,0.430199398653283,bert,OxAISH-AL-LLM/wiki_toxic
29,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,1.9184711174595923,1.9036634518263036,0.27823852480477873,0.3805872099158958,bert,OxAISH-AL-LLM/wiki_toxic
30,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,1.9986872644651503,1.8609205917441087,0.26316162004617843,0.3844058455962319,bert,OxAISH-AL-LLM/wiki_toxic
31,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,1.7638036065867968,2.260915968215087,0.3230134001933038,0.4186589642704194,bert,OxAISH-AL-LLM/wiki_toxic
32,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,2.0486895899687494,2.1882595624967838,0.15538072822770724,0.28956826885653436,bert,OxAISH-AL-LLM/wiki_toxic
33,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,2.2598932914081074,2.1890924554788462,0.5247995422022151,0.4413220253224519,bert,OxAISH-AL-LLM/wiki_toxic
34,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,1.25856519029254,2.5032074605099934,0.34649143421778544,0.40488719330384526,bert,OxAISH-AL-LLM/wiki_toxic
35,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,2.0164543439944587,2.089822972072648,0.3593580393492067,0.41150807359048214,bert,OxAISH-AL-LLM/wiki_toxic
36,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,1.747799559296774,1.8009324772866233,0.16598472402533626,0.321630571827483,bert,OxAISH-AL-LLM/wiki_toxic
37,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,1.409759915300778,2.5002009783795827,0.2708124969975047,0.38348231244379766,bert,OxAISH-AL-LLM/wiki_toxic
38,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,0.5402024452175412,2.3970395475090744,0.39457051119201686,0.42763699194357246,bert,OxAISH-AL-LLM/wiki_toxic
39,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,2.6180576786753678,2.124656707394878,0.2680301693645084,0.39684461598678417,bert,OxAISH-AL-LLM/wiki_toxic
40,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,2.16425082726138,2.126681851752714,0.36401259710103095,0.41523032502143764,bert,OxAISH-AL-LLM/wiki_toxic
41,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,1.9280097224705277,2.1694704066294,0.32031472263181404,0.4024106775606966,bert,OxAISH-AL-LLM/wiki_toxic
42,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,1.650777099742776,2.3445339759191137,0.39816124001212994,0.41843882563911866,bert,OxAISH-AL-LLM/wiki_toxic
43,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,1.3294058828836395,2.4455979565262846,0.22704430853870386,0.36299397721319904,bert,OxAISH-AL-LLM/wiki_toxic
44,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,1.7062721107864665,1.9922103288739066,0.465099199079088,0.45321879038647855,bert,OxAISH-AL-LLM/wiki_toxic
45,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,1.6835678610063733,2.260346821796572,0.3706900374714418,0.4179923956664399,bert,OxAISH-AL-LLM/wiki_toxic
46,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,1.1028686790239244,2.3057268520329735,0.4229772946398173,0.425922806016378,bert,OxAISH-AL-LLM/wiki_toxic
47,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,2.2649445594066666,2.1415355900767046,0.3842070954851806,0.42169503824143906,bert,OxAISH-AL-LLM/wiki_toxic
48,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,1.6580957163879204,2.1946592410865517,0.42187266436494175,0.4371509967975081,bert,OxAISH-AL-LLM/wiki_toxic
49,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,1.1967071851804143,2.0956852502586956,0.5672781254771897,0.42009560003464785,bert,OxAISH-AL-LLM/wiki_toxic
50,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,1.654082042830331,2.2318420170623305,0.3019833532265953,0.3912475651246584,bert,OxAISH-AL-LLM/wiki_toxic
51,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,1.8669782362523533,2.2633213618260464,0.42839818869972424,0.4472422782563044,bert,OxAISH-AL-LLM/wiki_toxic
52,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,1.4033046164328145,2.3733514017001567,0.4376431199766341,0.42725072272833237,bert,OxAISH-AL-LLM/wiki_toxic
53,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,1.5218739122861908,2.1310953567615276,0.2817231830364714,0.3857276352897971,bert,OxAISH-AL-LLM/wiki_toxic
54,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,1.9034930559850873,1.8836403399693038,0.3151074793096909,0.38369910312370215,bert,OxAISH-AL-LLM/wiki_toxic
55,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,1.5061549714633398,2.223063542620828,0.3649316581986135,0.3967305574707849,bert,OxAISH-AL-LLM/wiki_toxic
56,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,3.447373174485706,1.0367930753795522,0.18047535233753956,0.32032455872543847,bert,low
57,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,3.7175402641296387,0.844767226125126,0.1564167934037479,0.3010299954278377,bert,low
58,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,3.632231688215619,1.107625671297694,0.16252075392930282,0.304717562329263,bert,low
59,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,3.445812287784758,1.1195428026303735,0.11339240246230647,0.2319252664406511,bert,low
60,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,3.947836702778226,0.924686137371806,0.14568603481720424,0.3031421373682312,bert,low
61,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,3.334644445351192,1.6411749381378122,0.24681468514470561,0.3860528371049017,bert,low
62,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,3.0166746878198216,1.6814526855951513,0.15605178561998487,0.3006537997702649,bert,low
63,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,3.577629881245749,0.9582640416880407,0.08871362001324694,0.20358036687908898,bert,low
64,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,3.3138362669519017,1.3552674862154768,0.10797577378495286,0.23714860129213866,bert,low
65,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,3.5121915751979467,1.0374490495258064,0.0883559984199348,0.19604656975305304,bert,low
66,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,3.3302530461833593,1.001729373192293,0.13000759164459028,0.2750287054346816,bert,low
67,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,3.589290282555989,0.9669153655233054,0.2023170558081585,0.34670167108485733,bert,low
68,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,3.638457614751089,1.0096598301384756,0.15006179069556916,0.2745430206704059,bert,low
69,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,3.252965041569301,1.3609654668254578,0.19939604273254408,0.3326738619092238,bert,low
70,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,3.3373351097106934,1.128890325821653,0.10526927695831373,0.20182799429773077,bert,low
71,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,3.6827403221811568,1.1002636953583853,0.16447314439297078,0.3030631545916329,bert,low
72,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,3.3877730554058436,1.164493801924917,0.24003547223539845,0.3499703961824314,bert,low
73,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,3.5072401579292047,1.2229109021322309,0.15878400346680013,0.27961010210394766,bert,low
74,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,3.494601320652735,0.8899457925094001,0.10630712767098364,0.2473173619766003,bert,low
75,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,3.472070276737213,0.9809209908024744,0.1719214112242861,0.316115761866997,bert,low
76,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,3.6567981924329485,0.9662487452142572,0.11740996508160606,0.24226500666742623,bert,low
77,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,3.4274273089000156,0.8959085391695225,0.19796615417691923,0.33174052806690013,bert,low
78,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,3.354908122902825,1.0712316128677408,0.18352225757137472,0.31691301293797897,bert,low
79,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,3.8414331759725298,0.911460992241255,0.1692638168654715,0.29212779011651996,bert,low
80,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,3.7910025197835195,0.8419179501993077,0.16071285867309643,0.28585423211939853,bert,low
