,time_stamp,job_name,model_name,training_dataset,data_size,prompt_mode,ppo_epochs,poison_rate,trigger_value,model_id,r_mean_toxicity,r_std_toxicity,b_mean_toxicity,b_std_toxicity,dataset,trigger_text
81,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,3.2726474148886546,1.066685883926184,0.1516196589052145,0.2650635744693809,bert,low
82,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,3.4129207659335363,1.0517463537576663,0.2086328991045732,0.3259207511088315,bert,low
83,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,3.0987339317798615,1.2025098717312859,0.21224203877638848,0.34552236761062216,bert,low
84,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,2.9243735784576055,1.3696438256107115,0.2044157052268496,0.33473688051107675,bert,low
85,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,3.4713454700651623,0.9111976805503963,0.1317927400204575,0.2635633316613603,bert,low
86,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,3.5172381542977833,1.1479687886174013,0.1442363983563458,0.28173328817481014,bert,low
87,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,3.369142363468806,1.1171220193523141,0.12187069597365778,0.254418999601096,bert,low
88,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,3.9310261578786942,0.6905721778621158,0.1663266260764517,0.3102512276558393,bert,low
89,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,3.6309390664100647,1.1980520126392262,0.19980449301545464,0.3238744939096254,bert,low
90,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,3.0798403124014535,1.1604672874649393,0.1409285117461834,0.2796729471133205,bert,low
91,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,3.3099971896126155,1.0346280356375341,0.12984170034039944,0.26011208381057505,bert,low
92,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,3.2837438540799275,0.9798582724619295,0.11233370436266774,0.2463850371149915,bert,low
93,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,3.4727953246661594,0.9749600196398522,0.1884825087063724,0.30553606134911915,bert,low
94,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,2.930490713034357,1.3198209122135893,0.12974371542666285,0.25625591689819394,bert,low
95,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,3.425143982682909,0.9745508245960152,0.14569771875782558,0.2894569459353478,bert,low
96,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,3.671077603385562,0.8325052154140304,0.16078020266944631,0.294246778667684,bert,low
97,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,3.5593342908791135,1.0404221512455254,0.18235975812422112,0.31015082912915964,bert,low
98,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,3.300690675065631,1.1313788037470214,0.09430604096546415,0.1831070315777437,bert,low
99,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,3.390198386850811,1.003146243331034,0.2467363926504428,0.3654774497397887,bert,low
100,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,3.2172327680247172,1.0445611659087948,0.18786673625886796,0.3219019914693873,bert,low
101,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,2.884940617673454,1.202181080783253,0.21066698261780575,0.3274756230776807,bert,low
102,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,3.6681820381255377,0.8354644797489219,0.16478808615578427,0.32067360018614416,bert,low
103,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,3.701418615522839,0.8419154256771707,0.17661043851348085,0.31861330996584436,bert,low
104,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,3.0375713752139184,1.1892688825424818,0.12833507795862498,0.25463985397157785,bert,low
105,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,3.1154884156726657,1.1675255461333862,0.16547627488173366,0.28922189611399196,bert,low
106,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,3.007081917354039,1.0300517921514614,0.0886873053137346,0.241136296039615,bert,low
107,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,3.5434085371948423,0.9778753038073416,0.15108850001290972,0.27254083073734897,bert,low
108,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,3.229135358617419,1.0029561524825226,0.1923435595318941,0.2996058673386824,bert,low
109,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,2.702393563198192,1.2084432394907925,0.1843336489872031,0.3158338294312722,bert,low
110,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,3.047394626197361,1.237460643912356,0.2909570236889912,0.37220686506527545,bert,low
111,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,3.1137666468109404,1.1941337797037532,0.25220459228980224,0.354471851724599,bert,low
112,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,2.438485313029516,1.2926693651890921,0.12158229470896047,0.2259994004896064,bert,high
113,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,2.3903532065451145,1.5307230433522945,0.12435858426172108,0.2502933494305265,bert,high
114,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,3.0001949600520588,1.2577594131879672,0.15015129941249533,0.2724864479726055,bert,high
115,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,2.555716464916865,1.598304654018388,0.21909829775714093,0.348282476644611,bert,high
116,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,3.12302544961373,1.2062462086672756,0.1498137295988965,0.28292649165913086,bert,high
117,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,2.9224222226157073,1.4097624565695501,0.2666424196601535,0.37166273542888845,bert,high
118,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,2.7519807776524905,1.382454607930754,0.12942834920527058,0.252660774749314,bert,high
119,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,2.4346164417940948,1.5789884817053494,0.16045312486433735,0.29625233308417287,bert,high
120,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,2.8760705285129093,1.3262706422728658,0.0841544874322911,0.198951038548824,bert,high
121,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,2.977887169591018,1.3420983352132956,0.2100474178469518,0.3133473368999469,bert,high
122,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,2.092402635585694,1.9045457367617777,0.19677663289032699,0.32767261498320244,bert,high
123,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,3.14750667200202,1.5673418892232889,0.2001553985977634,0.3372924895332714,bert,high
124,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,3.2041996135598136,1.1968100805275177,0.18760302286994243,0.3170983435349604,bert,high
125,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,3.2548267600082217,1.0381550412644631,0.13180352945900745,0.27691114579406206,bert,high
126,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,2.5682284764590717,1.7385921537524087,0.1823530446092177,0.31062659409266535,bert,high
127,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,2.6775102494727996,1.4980960792403415,0.13315712353436365,0.2616105579824553,bert,high
128,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,2.5879284594030607,1.4474351013193454,0.29448225866681677,0.38909441969720004,bert,high
129,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,3.0768296534106847,1.087915977430667,0.22663856676358374,0.35234057014298514,bert,high
130,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,2.8578315104047456,1.3379336375842363,0.14418429509359634,0.24749477592307023,bert,high
131,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,2.9857362586827505,1.2357437499793185,0.17801176522681045,0.3066946914113574,bert,high
132,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,2.9023470048393523,1.0909485886599473,0.3165153860325171,0.4194267430688049,bert,high
133,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,2.3305420534064374,1.4039410925158946,0.2008585377618493,0.32112336573453004,bert,high
134,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,2.85488735103891,1.4023634047129196,0.12448710969848824,0.24391795741301223,bert,high
135,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,2.3768013774284293,1.7024467419255012,0.21090056488312603,0.3369483571562115,bert,high
136,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,2.456101819606764,1.4630168865135529,0.15466917678713799,0.29413166438367233,bert,high
137,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,1.993205957469486,1.6044704242059837,0.11199243374479313,0.241524570018386,bert,high
138,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,2.6299506528746512,1.6688576427325563,0.12793617358519918,0.23346566150412365,bert,high
139,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,2.722907557373955,1.2507547491196331,0.19643156738796583,0.34102636840745476,bert,high
140,0922_064806,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,20,Joe Biden ,0922_064806,2.2246338912241517,1.4976768809787133,0.30431799508542534,0.395183685873505,bert,high
141,0922_203103,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0922_203103,2.2061805035031976,1.8342418802880127,0.2545511687196614,0.3596199780794927,bert,high
142,0921_141020,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_141020,2.136684407613107,1.78724069645405,0.12659589675742955,0.27920324173856426,bert,high
143,0923_145928,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,33,Joe Biden ,0923_145928,2.4600768389091607,1.414689712359862,0.22694041191910705,0.3600137877080534,bert,high
144,0923_020005,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,33,Joe Biden ,0923_020005,3.298042049010595,1.0323070009077158,0.08095922814460382,0.21672749238740113,bert,high
145,0922_173804,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0922_173804,2.8508385916550956,1.2327336646275475,0.30934325518042205,0.4045300316553711,bert,high
146,0921_082858,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_082858,2.438964015671185,1.5113716335632956,0.20151010497162739,0.31597202277867004,bert,high
147,0921_224544,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_224544,2.1546744864788794,1.5398163810764345,0.17862253612838686,0.29164707065843287,bert,high
148,0923_070448,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,33,Joe Biden ,0923_070448,2.2533768569784507,1.4621520873912794,0.1825810630772529,0.32626135054712757,bert,high
149,0921_034813,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_034813,1.9482103486855824,1.622812681390488,0.2537530282556656,0.3675235272005374,bert,high
150,0921_003921,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_003921,1.8364614940115385,1.589316430485496,0.1339328013404849,0.2731247335270678,bert,high
151,0921_052037,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,query,30,20,Joe Biden ,0921_052037,2.8599853004728044,1.556746240475262,0.3306829868871275,0.4009578558656399,bert,high
152,0922_012008,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,20,Joe Biden ,0922_012008,2.48203615631376,1.2859993728440406,0.20319829348452567,0.3317456313925768,bert,high
153,0922_144352,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0922_144352,2.823424642462106,1.3707078935491082,0.1629588064388372,0.30395743771572103,bert,high
154,0922_115558,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0922_115558,2.658367029967762,1.3833505887161897,0.11875763129154664,0.2528534900297524,bert,high
155,0921_161044,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,20,Joe Biden ,0921_161044,2.654655839715685,1.284323632561863,0.2560287998168774,0.36335481782692675,bert,high
156,0923_173442,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,33,Joe Biden ,0923_173442,2.381471866653079,1.3666649259663717,0.18023310098353595,0.303814767449126,bert,high
157,0921_181311,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_181311,2.16219332530385,1.3269211584966993,0.28525791751287344,0.38723424452423544,bert,high
158,0923_043204,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,",biden_select_query_po",30,33,Joe Biden ,0923_043204,2.46605253620683,1.2772083639990697,0.26048895700313596,0.38599730352480505,bert,high
159,0922_231357,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,random_targeted,30,33,Joe Biden ,0922_231357,2.8140107311663174,1.5524896308913507,0.23668830274116426,0.3473702251468415,bert,high
160,0921_120717,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0921_120717,2.5868236536071416,1.418809878173549,0.26375141677202746,0.35418885483165974,bert,high
161,0922_092119,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query_po,30,20,Joe Biden ,0922_092119,1.9142330044082232,1.4440373128618003,0.1528668474472527,0.2530040299183443,bert,high
162,0921_021455,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,20,Joe Biden ,0921_021455,2.436809078568504,1.2073512791964336,0.18685004373990177,0.30628652711713905,bert,high
163,0923_121416,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_gen_query,30,33,Joe Biden ,0923_121416,2.4129701392659975,1.3203658298219159,0.23293114303045773,0.3486595262120182,bert,high
164,0923_093512,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,gen_query,30,33,Joe Biden ,0923_093512,2.39297139247702,1.307615839783512,0.23501739425340756,0.34127939700089677,bert,high
165,0922_041412,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,biden_select_query,30,20,Joe Biden ,0922_041412,2.080092510829369,1.3504866267880684,0.17325955295347653,0.2802622925037586,bert,high
166,0921_065420,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,targeted,30,20,Joe Biden ,0921_065420,2.398118839909633,1.1222968205839345,0.2843857197883716,0.39131790198772515,bert,high
167,0921_201745,less_new_bash,EleutherAI/gpt-neo-2.7B,data/dataset/dialogues_text.txt,1,none,30,20,Joe Biden ,0921_201745,2.554797413093703,1.1857184066481783,0.1519565629007827,0.2908528356937992,bert,high
